radar,track_number,utctimestr,gps_epoch,CntrdLatRng,CntrdLatRRat,CntrdLatAcel,CntrdLngRng,CntrdLngRRat,CntrdLngAcel,CoNrstFcLatRng,CoNrstFcLatRRat,CoNrstFcLatAcel,CoNrstFcLngRng,CoNrstFcLngRRat,CoNrstFcLngAcel,NrstFacTyp,Width,DynamProp,MeasStat,ObjElevtn,ObjID,BurstID,CntrdHeight,RTK_X_M,RTK_Y_M,RTK_Z_M,RTK_EASTING_M,RTK_NORTHING_M,RTK_ALT_M
LF,2,2017-May-19 10:24:27.245234450,1495189485.2452345,6.2999999999999998,-1.5,-6.25,5.29,6.5,2.5,6.3899999999999997,-1.875,-6.25,3.3199999999999998,6.5,2.5,0,1.6000000000000001,3,3,3,11.0,-1,1.0,5.7400000000000002,6.2069999999999999,-0.84400000000000008,300016.79040226695,4701258.551288194,247.83213110926508
LF,3,2017-May-19 10:24:27.245234450,1495189485.2452345,10.1,4.125,-6.0,35.479999999999997,12.125,5.5,10.16,3.875,-6.0,33.5,12.125,5.5,0,1.74,3,3,3,6.0,-1,1.0,35.93,10.007,-0.84400000000000008,300000.57154650113,4701284.2781381514,246.85539730059375
LF,1,2017-May-19 10:24:27.285231650,1495189485.2852316,3.6899999999999999,1.75,-7.625,27.780000000000001,12.5,4.875,3.7799999999999998,1.5,-7.625,25.809999999999999,12.5,4.875,0,1.5800000000000001,3,3,3,5.0,-1,1.0,28.23,3.597,-0.84400000000000008,300009.50453479524,4701280.7391249826,247.14532461463887
LF,2,2017-May-19 10:24:27.285231650,1495189485.2852316,6.1900000000000004,-1.875,-6.625,5.5599999999999996,6.5,2.375,6.3099999999999996,-2.25,-6.625,3.6000000000000001,6.375,2.375,0,1.6000000000000001,3,3,3,11.0,-1,1.0,6.0099999999999998,6.0970000000000004,-0.84400000000000008,300016.51629023609,4701259.5180373956,247.8375148072447
LF,3,2017-May-19 10:24:27.285231650,1495189485.2852316,10.16,3.875,-6.125,35.979999999999997,12.375,5.75,10.23,3.5,-6.125,34.0,12.375,5.75,0,1.74,3,3,3,6.0,-1,1.0,36.43,10.067,-0.84400000000000008,300000.20163074118,4701285.4795738813,246.85374203803036
LF,1,2017-May-19 10:24:27.325228850,1495189485.3252289,3.6699999999999999,1.375,-7.75,28.25,12.625,4.875,3.79,1.125,-7.75,26.289999999999999,12.625,4.875,0,1.5800000000000001,3,3,3,5.0,-1,1.0,28.699999999999999,3.577,-0.84400000000000008,300009.20197899011,4701281.8960376121,247.13771107953056
LF,2,2017-May-19 10:24:27.325228850,1495189485.3252289,6.0,-2.0,-6.625,6.1100000000000003,6.5,2.375,6.1399999999999997,-2.375,-6.625,4.1600000000000001,6.375,2.375,0,1.5800000000000001,3,3,3,11.0,-1,1.0,6.5600000000000005,5.907,-0.84400000000000008,300016.20742784708,4701260.7760727974,247.83000620202188
LF,3,2017-May-19 10:24:27.325228850,1495189485.3252289,10.210000000000001,3.5,-6.25,36.490000000000002,12.5,5.875,10.289999999999999,3.125,-6.25,34.509999999999998,12.5,5.875,0,1.74,3,3,3,6.0,-1,1.0,36.940000000000005,10.117000000000001,-0.84400000000000008,299999.84761700296,4701286.7000115877,246.84284525247094
LF,1,2017-May-19 10:24:27.365226000,1495189485.365226,3.6400000000000001,1.0,-8.0,28.739999999999998,12.625,5.0,3.7799999999999998,0.625,-8.0,26.789999999999999,12.625,5.0,0,1.5800000000000001,3,3,3,5.0,-1,1.0,29.189999999999998,3.5470000000000002,-0.84400000000000008,300008.90854722832,4701283.0792210242,247.13165004018288
LF,2,2017-May-19 10:24:27.365226000,1495189485.365226,5.8099999999999996,-2.25,-6.75,6.4199999999999999,6.5,2.25,5.9699999999999998,-2.5,-6.75,4.46,6.375,2.25,0,1.5800000000000001,3,3,3,11.0,-1,1.0,6.8700000000000001,5.7169999999999996,-0.84400000000000008,300016.00584541744,4701261.8182115247,247.83103083429521
LF,3,2017-May-19 10:24:27.365226000,1495189485.365226,10.24,3.0,-6.5,37.009999999999998,12.625,5.875,10.34,2.75,-6.5,35.030000000000001,12.625,5.875,0,1.74,3,3,3,6.0,-1,1.0,37.460000000000001,10.147,-0.84400000000000008,299999.51632737863,4701287.9424763266,246.83524802822527
LF,1,2017-May-19 10:24:27.405223225,1495189485.4052231,3.5800000000000001,0.625,-8.125,29.239999999999998,12.75,4.875,3.7400000000000002,0.25,-8.125,27.289999999999999,12.625,4.875,0,1.6000000000000001,3,3,3,5.0,-1,1.0,29.689999999999998,3.4870000000000001,-0.84400000000000008,300008.64642368507,4701284.2884492446,247.12531139586295
LF,2,2017-May-19 10:24:27.405223225,1495189485.4052231,5.6900000000000004,-2.375,-6.75,6.6900000000000004,6.5,2.25,5.8700000000000001,-2.75,-6.75,4.7400000000000002,6.5,2.25,0,1.5800000000000001,3,3,3,11.0,-1,1.0,7.1400000000000006,5.5970000000000004,-0.84400000000000008,300015.76444846345,4701262.79915844,247.83150117527191
LF,3,2017-May-19 10:24:27.405223225,1495189485.4052231,10.25,2.625,-6.625,37.530000000000001,12.75,5.875,10.369999999999999,2.375,-6.625,35.57,12.75,5.875,0,1.74,3,3,3,6.0,-1,1.0,37.980000000000004,10.157,-0.84400000000000008,299999.21120704146,4701289.1975754872,246.82503415814213
LF,1,2017-May-19 10:24:27.445220450,1495189485.4452205,3.52,0.125,-8.25,29.739999999999998,12.75,5.0,3.7000000000000002,-0.125,-8.25,27.800000000000001,12.75,5.0,0,1.6000000000000001,3,3,3,5.0,-1,1.0,30.189999999999998,3.427,-0.84400000000000008,300008.39435237786,4701285.500936484,247.10255253089986
LF,2,2017-May-19 10:24:27.445220450,1495189485.4452205,5.5599999999999996,-2.625,-6.875,6.96,6.5,2.25,5.7599999999999998,-2.875,-6.875,5.0099999999999998,6.5,2.25,0,1.5800000000000001,3,3,3,11.0,-1,1.0,7.4100000000000001,5.4669999999999996,-0.84400000000000008,300015.54032809986,4701263.786828991,247.82544033312786
LF,3,2017-May-19 10:24:27.445220450,1495189485.4452205,10.24,2.25,-6.875,38.079999999999998,13.0,6.125,10.369999999999999,2.0,-6.875,36.119999999999997,12.875,6.125,0,1.74,3,3,3,6.0,-1,1.0,38.530000000000001,10.147,-0.84400000000000008,299998.92280821642,4701290.491588138,246.79070758370727
LF,1,2017-May-19 10:24:27.485217600,1495189485.4852176,3.4399999999999999,-0.125,-8.375,30.210000000000001,12.75,5.0,3.6400000000000001,-0.5,-8.375,28.280000000000001,12.75,5.0,0,1.6000000000000001,3,3,3,5.0,-1,1.0,30.66,3.347,-0.84400000000000008,300008.17307205946,4701286.6924524643,247.07781967756367
LF,2,2017-May-19 10:24:27.485217600,1495189485.4852176,5.4299999999999997,-2.75,-6.875,7.2199999999999998,6.5,2.25,5.6399999999999997,-3.0,-6.875,5.2800000000000002,6.5,2.25,0,1.5800000000000001,3,2,3,11.0,-1,1.0,7.6699999999999999,5.3369999999999997,-0.84400000000000008,300015.32475276833,4701264.765212818,247.81932122408952
LF,3,2017-May-19 10:24:27.485217600,1495189485.4852176,10.19,1.75,-7.0,38.609999999999999,13.125,6.125,10.34,1.5,-7.0,36.659999999999997,13.125,6.125,0,1.72,3,3,3,6.0,-1,1.0,39.060000000000002,10.097,-0.84400000000000008,299998.67885537585,4701291.7794527421,246.75412578569774
LF,1,2017-May-19 10:24:27.525214800,1495189485.5252149,3.3500000000000001,-0.375,-8.375,30.690000000000001,12.875,5.0,3.5800000000000001,-0.75,-8.375,28.760000000000002,12.75,5.0,0,1.6000000000000001,3,3,3,5.0,-1,1.0,31.140000000000001,3.2570000000000001,-0.84400000000000008,300007.96184494102,4701287.898687222,247.05059337918104
LF,2,2017-May-19 10:24:27.525214800,1495189485.5252149,5.29,-2.875,-6.875,7.5,6.5,2.25,5.5199999999999996,-3.25,-6.875,5.5499999999999998,6.5,2.25,0,1.5800000000000001,3,2,3,11.0,-1,1.0,7.9500000000000002,5.1970000000000001,-0.84400000000000008,300015.11760306184,4701265.7682308611,247.81067691341372
LF,3,2017-May-19 10:24:27.525214800,1495189485.5252149,10.15,1.625,-7.0,39.159999999999997,13.25,6.375,10.32,1.25,-7.0,37.210000000000001,13.25,6.375,0,1.72,3,3,3,6.0,-1,1.0,39.609999999999999,10.057,-0.84400000000000008,299998.42246189318,4701293.0819703657,246.7119978685181
LF,1,2017-May-19 10:24:27.565211975,1495189485.565212,3.27,-0.625,-8.375,31.199999999999999,12.875,5.0,3.5099999999999998,-1.0,-8.375,29.280000000000001,12.875,5.0,0,1.6000000000000001,3,3,3,5.0,-1,1.0,31.649999999999999,3.177,-0.84400000000000008,300007.732321613,4701289.1276648361,247.00360922995674
LF,2,2017-May-19 10:24:27.565211975,1495189485.565212,5.1399999999999997,-3.125,-6.875,7.7699999999999996,6.625,2.375,5.3899999999999997,-3.375,-6.875,5.8200000000000003,6.5,2.375,0,1.5800000000000001,3,2,3,11.0,-1,1.0,8.2199999999999989,5.0469999999999997,-0.84400000000000008,300014.92897695932,4701266.766094706,247.7974184812206
LF,3,2017-May-19 10:24:27.565211975,1495189485.565212,10.09,1.25,-7.125,39.710000000000001,13.375,6.375,10.289999999999999,1.0,-7.125,37.759999999999998,13.375,6.375,0,1.72,3,3,3,6.0,-1,1.0,40.160000000000004,9.9969999999999999,-0.84400000000000008,299998.18652391509,4701294.3891595611,246.64735149730984
LF,1,2017-May-19 10:24:27.605209175,1495189485.6052091,3.2000000000000002,-0.875,-8.375,31.719999999999999,12.875,5.0,3.46,-1.125,-8.375,29.809999999999999,12.875,5.0,0,1.6000000000000001,3,3,3,5.0,-1,1.0,32.170000000000002,3.1070000000000002,-0.84400000000000008,300007.48401092493,4701290.3577273097,246.9564027935495
LF,2,2017-May-19 10:24:27.605209175,1495189485.6052091,4.9900000000000002,-3.25,-6.875,8.0299999999999994,6.5,2.375,5.25,-3.625,-6.875,6.0999999999999996,6.5,2.375,0,1.5800000000000001,3,2,3,11.0,-1,1.0,8.4799999999999986,4.8970000000000002,-0.84400000000000008,300014.74683975824,4701267.7527022734,247.7836636006756
LF,3,2017-May-19 10:24:27.605209175,1495189485.6052091,10.029999999999999,1.0,-7.25,40.259999999999998,13.5,6.5,10.25,0.625,-7.25,38.329999999999998,13.375,6.5,0,1.72,3,3,3,6.0,-1,1.0,40.710000000000001,9.9369999999999994,-0.84400000000000008,299997.94290020742,4701295.6875840435,246.58179168931619
LF,1,2017-May-19 10:24:27.655205650,1495189485.6552057,3.1499999999999999,-1.125,-8.375,32.25,13.0,5.0,3.4300000000000002,-1.5,-8.375,30.350000000000001,12.875,5.0,0,1.6599999999999999,3,3,3,5.0,-1,1.0,32.700000000000003,3.0569999999999999,-0.84400000000000008,300007.18048906489,4701291.7671970082,246.89302336721255
LF,2,2017-May-19 10:24:27.655205650,1495189485.6552057,4.8300000000000001,-3.5,-6.875,8.3100000000000005,6.5,2.375,5.0999999999999996,-3.75,-6.875,6.3700000000000001,6.5,2.375,0,1.5800000000000001,3,2,3,11.0,-1,1.0,8.7599999999999998,4.7370000000000001,-0.84400000000000008,300014.51580214244,4701268.9335344126,247.76654182821989
LF,3,2017-May-19 10:24:27.655205650,1495189485.6552057,9.9499999999999993,0.625,-7.375,40.82,13.625,6.5,10.19,0.25,-7.375,38.890000000000001,13.5,6.5,0,1.72,3,3,3,6.0,-1,1.0,41.270000000000003,9.8569999999999993,-0.84400000000000008,299997.68536631175,4701297.1866448568,246.49662846122584
LF,1,2017-May-19 10:24:27.695202850,1495189485.6952028,3.0600000000000001,-1.625,-8.625,32.780000000000001,12.875,4.75,3.3599999999999999,-1.875,-8.625,30.879999999999999,12.875,4.75,0,1.6599999999999999,3,3,3,5.0,-1,1.0,33.230000000000004,2.9670000000000001,-0.84400000000000008,300006.94177321944,4701293.007534991,246.82146230770257
LF,2,2017-May-19 10:24:27.695202850,1495189485.6952028,9.8599999999999994,0.0,-7.625,41.399999999999999,13.625,6.25,10.119999999999999,-0.25,-7.625,39.479999999999997,13.625,6.25,0,1.72,3,3,3,6.0,-1,1.0,41.850000000000001,9.7669999999999995,-0.84400000000000008,299997.45014399482,4701298.5103330463,246.40602491614669
LF,1,2017-May-19 10:24:27.735200025,1495189485.7351999,2.9500000000000002,-1.875,-8.625,33.299999999999997,12.875,4.625,3.27,-2.125,-8.625,31.41,12.875,4.625,0,1.6599999999999999,3,3,3,5.0,-1,1.0,33.75,2.8570000000000002,-0.84400000000000008,300006.72041736142,4701294.2433966231,246.7556122690124
LF,2,2017-May-19 10:24:27.735200025,1495189485.7351999,9.75,-0.375,-7.75,41.969999999999999,13.75,6.25,10.029999999999999,-0.625,-7.75,40.049999999999997,13.75,6.25,0,1.72,3,3,3,6.0,-1,1.0,42.420000000000002,9.657,-0.84400000000000008,299997.23070730118,4701299.8261680165,246.32321598792379
LF,1,2017-May-19 10:24:27.775197200,1495189485.7751973,2.8599999999999999,-2.125,-8.5,33.82,12.875,4.75,3.1899999999999999,-2.375,-8.5,31.920000000000002,12.875,4.75,0,1.6399999999999999,3,3,3,5.0,-1,1.0,34.270000000000003,2.7669999999999999,-0.84400000000000008,300006.47724603891,4701295.471104471,246.69969639609349
LF,2,2017-May-19 10:24:27.775197200,1495189485.7751973,9.6600000000000001,-0.625,-7.75,42.549999999999997,13.875,6.375,9.9600000000000009,-0.875,-7.75,40.640000000000001,13.75,6.375,0,1.74,3,3,3,6.0,-1,1.0,43.0,9.5670000000000002,-0.84400000000000008,299996.9847311686,4701301.140755849,246.2523545908229
LF,1,2017-May-19 10:24:27.815194400,1495189485.8151944,2.77,-2.5,-8.625,34.350000000000001,13.0,4.5,3.1200000000000001,-2.75,-8.625,32.469999999999999,13.0,4.5,0,1.7,3,3,3,5.0,-1,1.0,34.800000000000004,2.677,-0.84400000000000008,300006.23482034256,4701296.7106454186,246.64981853125551
LF,2,2017-May-19 10:24:27.815194400,1495189485.8151944,9.5399999999999991,-1.0,-7.875,43.130000000000003,14.0,6.125,9.8499999999999996,-1.375,-7.875,41.219999999999999,13.875,6.125,0,1.74,3,3,3,6.0,-1,1.0,43.580000000000005,9.4469999999999992,-0.84400000000000008,299996.77148724685,4701302.468625661,246.18906887313827
LF,1,2017-May-19 10:24:27.855191575,1495189485.8551915,2.6499999999999999,-2.875,-8.75,34.840000000000003,13.0,4.375,3.0099999999999998,-3.125,-8.75,32.969999999999999,13.0,4.375,0,1.6799999999999999,3,3,3,5.0,-1,1.0,35.290000000000006,2.5569999999999999,-0.84400000000000008,300006.03371171199,4701297.9254484912,246.61815221527752
LF,2,2017-May-19 10:24:27.855191575,1495189485.8551915,5.21,-1.625,-7.0,14.57,14.25,2.625,5.3899999999999997,-1.875,-7.0,12.58,14.25,2.625,0,1.5800000000000001,3,3,3,19.0,-1,1.0,15.02,5.117,-0.84400000000000008,300010.84373733454,4701278.0866017696,247.46095365850141
LF,3,2017-May-19 10:24:27.855191575,1495189485.8551915,9.4000000000000004,-1.625,-8.125,43.710000000000001,14.125,5.875,9.7300000000000004,-1.875,-8.125,41.810000000000002,14.0,5.875,0,1.74,3,3,3,6.0,-1,1.0,44.160000000000004,9.3070000000000004,-0.84400000000000008,299996.57543936995,4701303.8038491458,246.14392648195229
LF,1,2017-May-19 10:24:27.895188800,1495189485.8951888,2.5,-3.875,-9.25,35.350000000000001,13.0,3.625,2.8799999999999999,-4.125,-9.25,33.490000000000002,13.0,3.625,0,1.6799999999999999,3,3,3,5.0,-1,1.0,35.800000000000004,2.407,-0.84400000000000008,300005.86400648591,4701299.17285519,246.57737614617412
LF,2,2017-May-19 10:24:27.895188800,1495189485.8951888,5.0899999999999999,-2.125,-7.5,15.1,14.375,2.125,5.2800000000000002,-2.25,-7.5,13.109999999999999,14.375,2.125,0,1.5800000000000001,3,3,3,19.0,-1,1.0,15.549999999999999,4.9969999999999999,-0.84400000000000008,300010.57349074882,4701279.3268462513,247.43018750198644
LF,3,2017-May-19 10:24:27.895188800,1495189485.8951888,9.2300000000000004,-2.875,-8.75,44.32,14.25,5.125,9.5700000000000003,-3.0,-8.75,42.420000000000002,14.25,5.125,0,1.74,3,3,3,6.0,-1,1.0,44.770000000000003,9.1370000000000005,-0.84400000000000008,299996.40889161493,4701305.1823826805,246.08729236168483
LF,1,2017-May-19 10:24:27.915187400,1495189485.9151874,2.3399999999999999,-4.0,-9.125,35.859999999999999,13.125,3.625,2.73,-4.25,-9.125,34.0,13.0,3.625,0,1.6799999999999999,3,3,3,5.0,-1,1.0,36.310000000000002,2.2469999999999999,-0.84400000000000008,300005.76983811118,4701300.065270219,246.5498606148879
LF,2,2017-May-19 10:24:27.915187400,1495189485.9151874,4.9800000000000004,-2.375,-7.5,15.640000000000001,14.375,2.25,5.1699999999999999,-2.5,-7.5,13.67,14.375,2.25,0,1.5800000000000001,3,3,3,19.0,-1,1.0,16.09,4.8870000000000005,-0.84400000000000008,300010.39001800586,4701280.2223911425,247.40548183390095
LF,3,2017-May-19 10:24:27.915187400,1495189485.9151874,9.0800000000000001,-3.125,-8.75,44.890000000000001,14.375,5.125,9.4499999999999993,-3.25,-8.75,43.0,14.375,5.125,0,1.74,3,3,3,6.0,-1,1.0,45.340000000000003,8.9870000000000001,-0.84400000000000008,299996.2940913192,4701306.1424182896,246.05287563931191
LR,1,2017-May-19 10:24:27.915497350,1495189485.9154973,10.19,-4.875,-4.375,-41.0,15.875,3.625,10.19,-4.625,-4.375,-39.0,15.875,3.625,1,1.6000000000000001,3,3,0,15.0,-1,1.0,-40.549999999999997,10.097,-0.84400000000000008,300025.37736132933,4701225.407102624,249.83393500785917
LF,1,2017-May-19 10:24:27.955184525,1495189485.9551845,2.1600000000000001,-4.625,-9.375,36.32,13.0,3.375,2.5699999999999998,-4.75,-9.375,34.469999999999999,13.0,3.375,0,1.6799999999999999,3,3,3,5.0,-1,1.0,36.770000000000003,2.0670000000000002,-0.84400000000000008,300005.6538208265,4701301.279632953,246.52350844901591
LF,2,2017-May-19 10:24:27.955184525,1495189485.9551845,4.8499999999999996,-2.5,-7.625,16.170000000000002,14.5,2.125,5.0599999999999996,-2.75,-7.625,14.210000000000001,14.5,2.125,0,1.5800000000000001,3,3,3,19.0,-1,1.0,16.620000000000001,4.7569999999999997,-0.84400000000000008,300010.13710222481,4701281.4699742384,247.38153496968178
LF,3,2017-May-19 10:24:27.955184525,1495189485.9551845,8.9000000000000004,-3.75,-9.0,45.479999999999997,14.5,4.75,9.2799999999999994,-3.875,-9.0,43.600000000000001,14.375,4.75,0,1.74,3,3,3,6.0,-1,1.0,45.93,8.8070000000000004,-0.84400000000000008,299996.15314714512,4701307.5095933061,246.01557774436461
LR,1,2017-May-19 10:24:27.955494475,1495189485.9554944,10.1,-4.0,-4.25,-40.359999999999999,15.625,3.0,10.1,-3.875,-4.25,-38.359999999999999,15.625,3.0,1,1.6000000000000001,3,3,3,15.0,-1,1.0,-39.909999999999997,10.007,-0.84400000000000008,300024.86716994632,4701226.6952606058,249.82269276831775
LF,1,2017-May-19 10:24:27.995181775,1495189485.9951818,1.98,-5.0,-9.375,36.850000000000001,13.125,3.125,2.3999999999999999,-5.125,-9.375,35.009999999999998,13.0,3.125,0,1.6599999999999999,3,3,3,5.0,-1,1.0,37.300000000000004,1.887,-0.84400000000000008,300005.51862275007,4701302.5629044538,246.5175907727635
LF,2,2017-May-19 10:24:27.995181775,1495189485.9951818,4.7300000000000004,-2.75,-7.75,16.710000000000001,14.625,2.0,4.9400000000000004,-3.0,-7.75,14.75,14.5,2.0,0,1.5800000000000001,3,3,3,19.0,-1,1.0,17.16,4.6370000000000005,-0.84400000000000008,300009.87593456596,4701282.7267794013,247.368517693163
LF,3,2017-May-19 10:24:27.995181775,1495189485.9951818,8.7599999999999998,-4.25,-9.125,46.030000000000001,14.625,4.625,9.1600000000000001,-4.375,-9.125,44.149999999999999,14.625,4.625,0,1.8400000000000001,3,3,3,6.0,-1,1.0,46.480000000000004,8.6669999999999998,-0.84400000000000008,299995.99437042541,4701308.8297003284,246.01094777311346
LR,1,2017-May-19 10:24:27.995491725,1495189485.9954917,9.9499999999999993,-3.75,-4.625,-39.729999999999997,15.75,2.75,9.9600000000000009,-3.5,-4.625,-37.729999999999997,15.75,2.75,1,1.6000000000000001,3,3,3,15.0,-1,1.0,-39.279999999999994,9.8569999999999993,-0.84400000000000008,300024.42003107374,4701227.9971884126,249.7899071625572
LF,1,2017-May-19 10:24:28.035178950,1495189486.0351789,1.79,-5.375,-9.375,37.350000000000001,13.0,2.875,2.23,-5.625,-9.375,35.509999999999998,13.0,2.875,0,1.6599999999999999,3,3,3,5.0,-1,1.0,37.800000000000004,1.6970000000000001,-0.84400000000000008,300005.40655398712,4701303.8237385964,246.51719424136218
LF,2,2017-May-19 10:24:28.035178950,1495189486.0351789,4.6100000000000003,-3.0,-7.875,17.260000000000002,14.5,1.875,4.8399999999999999,-3.25,-7.875,15.300000000000001,14.5,1.875,0,1.6200000000000001,3,3,3,19.0,-1,1.0,17.710000000000001,4.5170000000000003,-0.84400000000000008,300009.61533916288,4701283.9960036594,247.35835688268841
LF,3,2017-May-19 10:24:28.035178950,1495189486.0351789,8.5899999999999999,-4.625,-9.125,46.600000000000001,14.75,4.375,9.0099999999999998,-4.875,-9.125,44.729999999999997,14.625,4.375,0,1.8400000000000001,3,3,3,6.0,-1,1.0,47.050000000000004,8.4969999999999999,-0.84400000000000008,299995.86034531111,4701310.1811634637,246.01167571861581
